,date,username,verified,followersCount,location,content,replyCount,retweetCount,likeCount,sentiment_output_roberta,sentiment_probability_roberta
18,2021-08-27 21:37:53+00:00,TheBest_i1ko,False,28,"Barcelona, España","Hoy me pusieron la segunda vacuna, y como ya se esperaba me ha dado un poco de dolor de cabeza y bastante dolor en el brazo, de todos modos me he puesto a continuar una ilustración que tengo que entregar el lunes para una oferta de trabajo temporal.",1,0,0,LABEL_0,0.9923535585403442
19,2021-08-27 21:35:33+00:00,KilliamMr,False,519,"Madrid, Spain","Hablando con un amigo en el vestuario del gym sobre la vacuna. Se mete un señor a decir que no sirve, que nosotros no hemos hecho la mili y que no sabemos lo que es un virus. Le digo a lo que me dedico y que algo sé. Su respuesta: ""sois unos asesinos,vete de aquí hijo de puta""
😬",3,0,3,LABEL_0,0.9959660768508911
20,2021-08-27 21:26:38+00:00,ricardo_reihe,False,2498,"Madrid, Comunidad de Madrid","Buenas Noches,Guapers. 
Hoy me han puesto la 2da vacuna y me encuentro 🤧🤒
El día pasado hicieron una fiesta sorpresa a mi sobrina (sus amigas). Ya casi 8 meses 😍
Tuvo que ser llevada engañada  😂 Es muy yo.
Os dejo algunas fotos (no, Sam no está. Estaba destrozando mi peluche) https://t.co/5XYOT8LpVH",6,1,24,LABEL_0,0.9924370646476746
21,2021-08-27 21:18:23+00:00,gsandras,False,8804,"Barcelona, España ","Cuando intentan imponerme algo por cojones, por instinto, tiendo a rechazarlo.
Una vacuna, por ejemplo.",125,474,2173,LABEL_0,0.9953598380088806
22,2021-08-27 21:13:17+00:00,Bringbacking,False,196,"Madrid, Comunidad de Madrid",Cumples???????????con la élite de pfizer...no? https://t.co/EPa6oj8nlu,1,0,0,LABEL_0,0.9945200085639954
23,2021-08-27 21:05:55+00:00,torralbitch,False,224,valència ,el miercoles vacuna d pfizer..o me crecen las tetas o lloro,0,0,2,LABEL_0,0.9963272213935852
24,2021-08-27 21:03:01+00:00,cronicaglobal,True,39787,Barcelona,"El día en imágenes | #Hipra inicia los ensayos de la vacuna española, nueva amenaza en #Afganistán y dos medallistas españoles en Tokyo Vía @cronicaglobal https://t.co/m5t6tWDeq6",0,1,3,LABEL_0,0.9788708686828613
25,2021-08-27 20:58:43+00:00,lumenauta,False,303,Madrid,acaban de darle un positivo a alguien que vi el otro día y estaba ya asustandome pensando en comprarme una prueba y tal cuando me he acordado de que tengo la pauta completa gracias por tanto laboratorios pfizer,1,0,3,LABEL_0,0.876166045665741
26,2021-08-27 20:58:42+00:00,mariopress,False,3771,"Madrid, Comunidad de Madrid","La vacuna Covid, qué garantiza?",1,0,0,LABEL_0,0.9468047618865967
27,2021-08-27 20:45:06+00:00,Jiranzo27,False,311,"Valencia, España.","Estupidez covidiana. Estoy en Oporto y Lisboa de vacaciones. Piden el certificado de vacunación para entrar en el interior de los bares y restaurantes SOLO LOS FINES DE SEMANA. De lunes a jueves no hay covid en interiores 🤣
CC: @alfonsopineiro, @Edgarcialonso, @Elzenutrio",7,33,90,LABEL_0,0.989425778388977
28,2021-08-27 20:42:06+00:00,Juanrayito1,False,1124,Madrid,"📰 Inician el ensayo de la vacuna 💉 española contra el coronavirus con las primeras dosis en humanos
👉🏻 Buenas noticias  https://t.co/90fCwR3nHt",0,0,1,LABEL_1,0.9943035840988159
29,2021-08-27 20:26:47+00:00,luma97,False,1361,Madrid (España),Mañana 2dosis de la vacuna que miedo 😭,4,0,3,LABEL_0,0.9950340986251831
30,2021-08-27 20:12:05+00:00,jatirado_oc,False,3885,"Madrid, Comunidad de Madrid",#Sociedad CORONAVIRUS VACUNA - La OMS afirma que el certificado de vacunación no debe ser condición para viajar https://t.co/RB8Rq5Oiq9 https://t.co/J7iZhncidI,0,9,9,LABEL_0,0.9880225658416748
31,2021-08-27 20:00:36+00:00,el_pais_madrid,True,236360,"Madrid, España","Uno de cada tres madrileños aplazó la segunda dosis de la vacuna contra la covid en agosto. En los puntos de vacunación masiva como el WiZink Center ese porcentaje sube hasta el 40%, aunque la Comunidad prevé un aumento de la afluencia en estos días https://t.co/NHVowfNb6J",1,0,0,LABEL_0,0.9602323174476624
32,2021-08-27 19:56:31+00:00,jiminguez44,False,5416,Madrid,"""Esto pone fin al debate"": un estudio israelí muestra que la inmunidad natural es 13 veces más efectiva que las vacunas para detener la variante Delta
https://t.co/yWoDoS2u8R",0,4,5,LABEL_0,0.6785826086997986
33,2021-08-27 19:54:27+00:00,cronicaglobal,True,39787,Barcelona,"El día en imágenes | #Hipra inicia los ensayos de la vacuna española, nueva amenaza en #Afganistán y dos medallistas españoles en Tokyo Vía @cronicaglobal https://t.co/vaRdomj3Vg",0,1,1,LABEL_0,0.9765441417694092
34,2021-08-27 19:52:45+00:00,AmorosCuatro,False,4028,"Madrid, España","Se viene una noche para divertirse. ¿Os apetece una #NocheParalímpica? Si la vacuna me respeta, nos lo vamos a pasar bien. Kim López a por el oro, el triatlón con Susana Rodríguez, la natación con Ponce a por otra medalla… ¡a trasnochar con @Paralimpicos! ¿Te unes? https://t.co/BZw9c4lXSA",0,4,26,LABEL_1,0.9933474659919739
35,2021-08-27 19:46:34+00:00,vmontoro_,False,3035,"Valencia, Spain","Tenemos al 68,4% de la población con la pauta completa pero con las medidas restrictivas que en mayo. O aún más restricciones. 

¿De qué está sirviendo el esfuerzo en el proceso de vacunación? https://t.co/7r9VbTlMGW",0,2,4,LABEL_0,0.9958129525184631
36,2021-08-27 19:45:14+00:00,Saragrafias,False,526,"Valencia, España","Soy #TeamPfizer y desde ese día he estado con cansancio y 💫dolor en mi pecho💫 como cuando me va a venir la regla.

¿Cambios hormonales en las mujeres tras la vacuna?

SÍ.",2,0,5,LABEL_0,0.9957172274589539
37,2021-08-27 19:42:32+00:00,3volteallalba_,False,411,Barcelona,El lado bueno de la febrícula por la vacuna es que he sacado una sudadera con capucha del armario y ya estoy con todas las autumn vibes 🍂,1,0,6,LABEL_1,0.904110848903656
38,2021-08-27 19:39:58+00:00,JordiP_22,False,23,"Rubí, España",Cuando me pusieron la primera dosis de Moderna y me hicieron esperar 15 min sentado me aburrí. Hoy me he leído un tomo de Blade en el móvil👌🧛🏻‍♂🤙,1,1,4,LABEL_0,0.9796023368835449
39,2021-08-27 19:35:51+00:00,Alicia_ct,False,649,"Getafe, España","Lo q me faltaba escuchar de una chica de fiesta sin mascarilla con más gente en las noticias.
""Tengo suficiente anticuerpos para no contagiar"" 😩..Está no se centra en clase y ni ve la tele🤦🏻‍♀️. Te puedes contagiar y contagiar, la vacuna sólo hace que lo pases más leve, y + #COVID",1,0,0,LABEL_0,0.9950150847434998
40,2021-08-27 19:02:20+00:00,deliriocolorsta,False,52,Madrid,"A hacerme un test de antígenos, porque no es normal tener reacción a la vacuna cuatro días seguidos",1,0,5,LABEL_0,0.994459867477417
41,2021-08-27 19:00:22+00:00,mariajocho,False,292,"Madrid, Spain.","Un médico de Reino Unido analiza viales de Janssen, AstraZeneca, Pfizer y Moderna y encuentra lo que ya sabemos casi todos https://t.co/0PWc1vK5x9 a través de @ElDiestro_",0,0,1,LABEL_0,0.9329455494880676
42,2021-08-27 18:54:44+00:00,Beholder_FFC,False,2002,Madrid,"Ojalá cada aplauso que recibieron los malditos médicos y sanitarios pudiera convertirse en un bofetón con toda la mano bien abierta.
O cada muerto por la vacuna. 
Que rule. 
Que se enteren",1,15,30,LABEL_0,0.9958658218383789
43,2021-08-27 18:54:39+00:00,xMagorZ,False,390,Madrid,"pues nada, despues de 2 semanas luchando por llegar a bronce 2 porfin llego el dia, 4 mvp con +20kills, hemos llegado a 140 follows que lo agradezco mucho y en un rato me iré a sobar que mañana tengo que estar en Madrid a las 9 para la vacuna. os quiero❤",1,0,1,LABEL_1,0.9959938526153564
44,2021-08-27 18:52:53+00:00,Soriua_,False,1138,València,Esperate que la pfizer ya me está haciendo cosas y no es ponerme las boobas gordas precisamente,0,0,2,LABEL_0,0.993811845779419
45,2021-08-27 18:44:15+00:00,EFEnoticias,True,1943140,Madrid,"#EFETV | Así va la vacunación contra la covid-19 en América hoy 27 de agosto. 🌎 📊

💉 Vacunas administradas
✉️ Inyecciones recibidas
💰Adquiridas

Un trabajo de @mvictoriacard con @aresBiescas

Toda la información en Efeservicios: https://t.co/89J0oTYdra https://t.co/uEptpzN2jA",2,6,10,LABEL_1,0.6098648309707642
46,2021-08-27 18:39:46+00:00,ACpabloDC_,False,285,"Madrid, España","Yo: *bueno subiré el vídeo el domingo que viene, me da tiempo*

Yo también: *se pasa dos tardes intensas de edición después de un día parado por la vacuna* *aún queda el cuarto final de vídeo por editar*

Yo finalmente: https://t.co/gQp1xGrPQS",1,0,0,LABEL_0,0.9318699836730957
47,2021-08-27 18:39:27+00:00,SUMAROS,False,6163,Madrid,Inician el ensayo de la vacuna española contra el coronavirus con las primeras dosis en humanos - https://t.co/iKxYB7a1aL,0,0,4,LABEL_1,0.6384050250053406
48,2021-08-27 18:39:08+00:00,Irenee_especial,False,116,"Madrid, Comunidad de Madrid","Pfizer me encuentro fatal, y además tengo el brazo hinchado pero no las tetas

YO NO VINE PARA ESTI EH",2,1,7,LABEL_0,0.9967696666717529
49,2021-08-27 18:34:35+00:00,dsn,True,32102,Madrid (Spain),#NotaDSN 27ago2021 20:30h #COVID19 Situación actual #Coronavirus🇪🇸 Seguridad frente a pandemias y epidemias #SegNacional🇪🇸 #VacunaCOVID19 #YoMeVacuno https://t.co/A9GsWmPQT0 https://t.co/iG5rxBN39T https://t.co/6hnBl1NSiG,0,3,8,LABEL_0,0.988828718662262
50,2021-08-27 18:23:53+00:00,tiramillas,False,13828,Madrid,"Así es ZyCoV-D, la vacuna contra el coronavirus sin agujas https://t.co/2XYzPicQVu",0,1,0,LABEL_0,0.8949405550956726
51,2021-08-27 18:22:17+00:00,arwenycr,False,878,tnf y mdz,en madrid vacunada con pfizer pidiendo autoestop https://t.co/2GH6I86Y4V,1,0,18,LABEL_0,0.9937799572944641
52,2021-08-27 18:21:48+00:00,lynndurax,False,772,"Valencia, España",odio la regla la vacuna y su pvta madre,0,0,13,LABEL_0,0.9940855503082275
53,2021-08-27 18:15:11+00:00,JaimeBN1987,False,9656,"Móstoles, Madrid, España",¿Entonces para qué la vacunación? https://t.co/olJgZRMkI1,0,3,8,LABEL_0,0.9949477910995483
54,2021-08-27 18:12:28+00:00,Elisabetromer10,False,1731,Barcelona,"Esto,si es investigacion!Un médico de Reino Unido analiza viales de Janssen, AstraZeneca, Pfizer y Moderna y encuentra lo que ya sabemos casi todos https://t.co/SYFdFsYmbQ vía @ElDiestro_",0,0,1,LABEL_0,0.9656925201416016
55,2021-08-27 18:11:14+00:00,kainus01,False,34,"Madrid, Comunidad de Madrid",El CEO de pfizer no se pondrá su propia vacuna. Él tiene 59 años y dice no necesitarla https://t.co/uFGuw6MiVO,1,0,0,LABEL_0,0.9963655471801758
56,2021-08-27 18:10:02+00:00,LopezPradillo,False,224,madrid,"Un médico de Reino Unido analiza viales de Janssen, AstraZeneca, Pfizer y Moderna y encuentra lo que ya sabemos casi todos https://t.co/B0AEDCcuYq vía @ElDiestro_",0,0,1,LABEL_0,0.9653646945953369
57,2021-08-27 18:06:09+00:00,martacrespillo,False,187,"Barcelona, España",con la segunda dosis de la vacuna me he sentido como si me hubieran pasado 3 camiones por encima,0,2,8,LABEL_0,0.9934551119804382
58,2021-08-27 18:01:19+00:00,joancruzz__,False,543,bcn ,"por favor NO SE VACUNEN, repito NO SE VACUNEN, hace unos días me pusieron la vacuna y al principio tenía los síntomas normales tipo dolor de cabeza, un poco de fiebre, nada grave pero hoy desperté perdidamente enamorado de la persona leyendo esto",2,0,4,LABEL_0,0.9923095703125
59,2021-08-27 18:00:02+00:00,lasprovincias,True,194349,"Valencia, Spain",La vacuna de Hipra que se podrá adaptar a las diferentes variantes del covid https://t.co/6ZXkOGBzSK,0,1,5,LABEL_0,0.9057530164718628
60,2021-08-27 18:00:01+00:00,LaVanguardia,True,1234510,Barcelona,"Las residencias andaluzas exigen la tercera dosis de la vacuna.

El presidente de la Asociación Andaluza de Residencias y Servicios de Atención a los Mayores (Lares), Fernando Acosta, ha asegurado ""que no se puede demorar"" esta nueva dosis de refuerzo.

https://t.co/3Mfw8cOGUV",3,4,3,LABEL_0,0.7018780708312988
61,2021-08-27 17:54:01+00:00,hola,True,1688320,Madrid (España),¿Qué ocurre con la dosis de refuerzo de la vacuna de Janssen? Esta es su eficacia https://t.co/MeikCBlOF4,0,3,4,LABEL_0,0.8572530746459961
62,2021-08-27 17:53:41+00:00,Trainer_Rizzo,False,776,"Madrid, Comunidad de Madrid",Pues estoy vacunado con pfizer https://t.co/50uuPsOWnD,0,0,19,LABEL_0,0.8220962882041931
63,2021-08-27 17:53:22+00:00,elboletinmadrid,True,9413,"Madrid, España","Menos del 2% de los adultos tienen la pauta completa de la #Vacunación en la mayoría de los países más pobres 
https://t.co/RMnZ7vEf3O 
#Vacunas #Coronavirus",0,0,1,LABEL_0,0.9963447451591492
64,2021-08-27 17:48:55+00:00,SINDO56027912,False,4735,"Comunidad de Madrid, España","Un médico de Reino Unido analiza viales de Janssen, AstraZeneca, Pfizer y Moderna y encuentra lo que ya sabemos casi todos https://t.co/kcArAhm8Tt vía @ElDiestro_",0,0,2,LABEL_0,0.9616457223892212
65,2021-08-27 17:26:58+00:00,Manuelverh,False,796,"Valencia, España",Datos Vacunación y Contagios #COVID19 en España y Comunidades Autónomas. Fecha: 27/08/2021. https://t.co/NtRpBTE21y,1,0,0,LABEL_0,0.9577300548553467
66,2021-08-27 17:26:20+00:00,danielasdrm,False,1886,"Madrid, España",la vacuna me está jodiendo la regla profundamente,1,0,2,LABEL_0,0.9959600567817688
67,2021-08-27 17:22:01+00:00,COPE,True,475629,"Madrid, Comunidad de Madrid",Consulta la carrera por la vacunación contra la covid-19: El 68% tiene ya la pauta completa  👇 https://t.co/bF4CmHeGge,0,0,1,LABEL_1,0.6554790139198303
68,2021-08-27 17:08:23+00:00,alianasef,False,66,"Madrid, España",Efectos secundarios de la vacuna: https://t.co/u9j34qVrzJ,0,0,1,LABEL_0,0.9951636791229248
69,2021-08-27 17:07:35+00:00,datadista,False,27165,Madrid,"💉NUEVO | 321.489 nuevas dosis puestas  de la vacuna contra la COVID-19

32.459.380 personas han recibido pauta completa (68,55% de la población)

Asturias, Extremadura, Galicia, CyL, Aragón y País Vasco tienen a +70% de la población con pauta completa
https://t.co/jrYYyRz4dA https://t.co/prQHW0G3Ea",1,4,6,LABEL_0,0.7496054172515869
70,2021-08-27 17:02:52+00:00,tiramillas,False,13828,Madrid,"La vacuna, causa de la muerte de una presentadora de la BBC https://t.co/AcJFzguFhL",0,0,1,LABEL_0,0.9966135621070862
71,2021-08-27 17:01:22+00:00,Zheilani,False,3488,Madrid Spain,"Hoy me han puesto la segunda dosis de la vacuna y ando un poco pocha, hago día off y aprovecho a descansar, os veo el domingo por el canal! Pasad un lindo finde ❤ https://t.co/VNBsjQ6Yn5",4,0,15,LABEL_1,0.9801043272018433
72,2021-08-27 17:00:44+00:00,CoviGC,False,249,"Valencia, España",Migraña post vacuna qué rico,0,0,2,LABEL_1,0.6501285433769226
73,2021-08-27 17:00:11+00:00,darioaleman13,False,872,Madrid,"estoy como si hubiera peleado ayer en la ufc, la segunda dosis de moderna es una trampa",1,1,6,LABEL_0,0.9950515627861023
74,2021-08-27 16:59:54+00:00,vio_jpg,False,314,"Valencia, España",virgin vosotros que tenéis dos citas para la vacuna chad yo que tengo CINCO.,2,1,4,LABEL_0,0.995046854019165
75,2021-08-27 16:58:29+00:00,sssFran13,False,163,Barcelona,"Que acto inmoral y despreciable habré cometido en otra vida para merecer trabajar con la segunda dosis de moderna, que no me he desmayado delante de los clientes pq dios no quiso",0,0,3,LABEL_0,0.9918510317802429
76,2021-08-27 16:57:34+00:00,fempcomunica,True,17758,Madrid,"#FEMP #EntidadesLocales #COVID19

🔴 Incidencia: 264 casos por 100.000 habitantes⬇️

‼️ 9.489 nuevos contagios desde viernes 
‼️ 139 nuevos fallecidos

#Responsabilidad
#Precaución

#Vacunas: 68,4% de la población con pauta completa 

#Vacunación👇🏻 https://t.co/P3Udkyyc6W",0,1,2,LABEL_0,0.9830706715583801
77,2021-08-27 16:53:25+00:00,elboletinmadrid,True,9413,"Madrid, España","El 68% de los españoles ya tiene pauta completa de vacunación, casi 32,5 millones de personas https://t.co/zz5ZLNmgbm #Vacunación #Vacuna #COVID19",0,0,1,LABEL_0,0.7434546947479248
78,2021-08-27 16:50:37+00:00,diariomedico,False,119824,Madrid,".@aepap defiende mantener las medidas de protección (distancia, higiene y mascarillas) e impulsar la vacunación para tener una vuelta al cole segura.
 https://t.co/dmOEwDQw5P https://t.co/dawcsZr0JZ",41,9,8,LABEL_1,0.860606849193573
79,2021-08-27 16:46:34+00:00,PolGase,False,443,"Badalona, España","Los efectos secundarios de la vacuna de sentirte hecho mierda se pasa mejor con estos dos partidazos.

Debut de Valencia (y de Neno🤩), de McLean y Mobley y de todo Baskonia. https://t.co/FtdED4Cfi0",0,0,1,LABEL_0,0.9818118214607239
80,2021-08-27 16:45:10+00:00,Tosgriju,False,2197,Madrid,Avanzan los ensayos de la vacuna española contra la COVID con las primeras dosis en humanos https://t.co/s2MI8QlrhX,0,1,0,LABEL_1,0.8680991530418396
81,2021-08-27 16:44:21+00:00,SaludPublicaEs,True,391295,Madrid,"Consulta el informe de actividad del proceso de vacunación frente al #COVID19 hoy:

✔️Dosis distribuidas: 71.807.342
✔️Dosis administradas: 65.035.990

Desglosado por CC.AA:
https://t.co/wrXckrWuZK

Más información sobre #VacunaCOVID19:
https://t.co/WBqrYhkzsu

#YoMeVacunoSeguro https://t.co/ijyg5RLXdF",4,23,38,LABEL_0,0.7174474000930786
82,2021-08-27 16:43:43+00:00,sanidadgob,True,665655,"Madrid, España","🔵Actualización del informe de actividad de #vacunación en España: https://t.co/ZHZSWZHqRt

📺Cuadro de mando: https://t.co/5A1HCFrKH0

📰Más información en: https://t.co/eKs5AnQX6o

#YoMeVacunoSeguro https://t.co/To5DWQLnRs",4,53,133,LABEL_0,0.7950599193572998
83,2021-08-27 16:34:58+00:00,gava_info,False,2460,Gavà,"📊💉 Porcentajes de vacunación por grupos de edad y estado en #Gavà 

😯 Como curiosidad, la franja de 16 a 19 supera a la de 20 a 29 y la de 30 a 34 https://t.co/6aPbrIwyVz",0,0,1,LABEL_0,0.9265522956848145
84,2021-08-27 16:30:51+00:00,elmovimientov,False,2823,"Barcelona, España","Cae fulminado un destacamento del ejército Indio tras la primera dosis de la ""vacuna"", su corazón no soportó unas maniobras rutinarias, 10 km de marcha. https://t.co/pvX6JE5S3c",1,17,18,LABEL_0,0.9956948757171631
85,2021-08-27 16:27:33+00:00,elxokas,False,368777,Madrid,"estoy fatal de la vacuna pero voy a abrir :/
https://t.co/7gryDl7WnZ",31,28,627,LABEL_0,0.9950951337814331
86,2021-08-27 16:26:59+00:00,lupicinio,False,4003,Barcelona (Spain),Avanzan los ensayos de la vacuna española contra la COVID con las primeras dosis en humanos https://t.co/cuDZb5ITic a través de @eldiarioes,0,0,1,LABEL_1,0.7042931914329529
87,2021-08-27 16:25:00+00:00,MarilChann,False,481,Madrid,"Los portales de transparencia de Pfizer y Janssen publican los “honorarios” que han dado en 2020 a profesionales sanitarios, hospitales, comunidades autónomas y otras instituciones https://t.co/jZ4JMzxW4K vía @ElDiestro_",0,1,0,LABEL_1,0.5734031200408936
88,2021-08-27 16:24:12+00:00,pmurillosanchez,False,79,Madrid,Buena medida. Basta ya de querer establecer un apartheid sanitario donde cercenar nuestra libertad y derechos en pro de una supuesta seguridad. O acaso las UCI no tienen mayoritariamente vacunados? Dudosa la utilidad de una vacuna que ni ha tenido un estudio de 10 años. https://t.co/ho9Z9CSk6X,0,1,0,LABEL_0,0.9940029978752136
89,2021-08-27 16:13:25+00:00,manu_tortajada,False,307,Madrid,"En su intervención, Powell ha destacado “el fuerte informe de empleo para julio, pero también la mayor propagación de la variante Delta” del Covid-19. @tiempodeinv 
https://t.co/Y9znssqRHR",0,1,0,LABEL_0,0.9642519354820251
90,2021-08-27 16:09:14+00:00,quediario,True,39224,"Madrid, Spain","La eficacia de la vacuna disminuye en últimos meses pero sigue protegiendo contra la enfermedad
https://t.co/Kaw6bppHgg",0,0,1,LABEL_1,0.7325472831726074
91,2021-08-27 16:01:47+00:00,rafitix_,False,557,"Madrid, Comunidad de Madrid",la vacuna me ha dejado un poquito así https://t.co/QtXOAm3xNv,0,1,10,LABEL_0,0.9960896968841553
92,2021-08-27 16:00:21+00:00,juanscelyg,False,589,"Madrid, Spain","Es inconcebible que los esquemas de vacunación los cambien los gobiernos por encima de los fabricantes. Hoy se ruega una dosis de una vacuna, porque quieren tener a todos vacunados pero a nadie con pauta completa. @MinSaludCol su mala gestión es evidente. https://t.co/TS79KjEk44",1,1,2,LABEL_0,0.9961681962013245
93,2021-08-27 15:59:01+00:00,holls74,False,2304,madrid,Francia generaliza el uso del pasaporte sanitario para empujar la vacunación https://t.co/RvBnMQP07G a través de @EFEnoticias,1,1,0,LABEL_1,0.7834417223930359
94,2021-08-27 15:57:23+00:00,juanscelyg,False,589,"Madrid, Spain",Cuáles antecedentes? No deleguen responsabilidades cuando no las hay. El @invimacolombia está poniendo en juego esquemas de vacunación porque quiere favorecer la mala gestión del @MinSaludCol Poco a poco evidenciamos que la república bananera no cambia. https://t.co/BCnHN4lpwH,1,0,2,LABEL_0,0.9963774085044861
95,2021-08-27 15:48:47+00:00,saapascual,False,747,"Valencia, España",Me han adelantado la vacuna dos dias🥰,1,0,0,LABEL_0,0.9736472964286804
96,2021-08-27 15:41:21+00:00,MiriMoon03,False,14,"Barcelona, Cataluña",Es normal que me guste el ligero dolor del brazo por la vacuna? no? estoy mal,0,0,1,LABEL_0,0.9953171014785767
97,2021-08-27 15:36:16+00:00,_infoLibre,True,344147,Madrid,Comienza el ensayo de la vacuna española con las primeras dosis en humanos https://t.co/vQKF2XbPIO https://t.co/dHOyfr1LNj,3,15,49,LABEL_1,0.9605255722999573
98,2021-08-27 15:33:53+00:00,J_EnriqueLeal,False,78,Madrid,"El sindicato de policías más grande de NYPD promete demandar por un posible mandato de vacuna   Covid
 https://t.co/nL0nGrHpft vía @nypmetro",1,0,1,LABEL_0,0.9936003684997559
99,2021-08-27 15:33:36+00:00,anndd16,False,2180,"Madrid, Comunidad de Madrid",que tal la segunda dosis d la vacuna moderna??? porq me vacuno en nada y tengo miedo,5,0,1,LABEL_0,0.9971486926078796
100,2021-08-27 15:30:26+00:00,JorgitopxD,False,627,"Valencia, España",Es normal que me siga sintiendo un poco raro después de 48 horas de la vacuna? Xd,1,0,1,LABEL_0,0.9954336285591125
101,2021-08-27 15:29:32+00:00,sanidadgob,True,665655,"Madrid, España","📺La ministra @sanidadgob, @CarolinaDarias, ha animado hoy a la ciudadanía a hacer uso de todas las herramientas que están poniendo en marcha las #CCAA para facilitar la vacunación contra la #COVID19 

#YoMeVacunoSeguro https://t.co/yoXBuEk1i8",3,33,85,LABEL_1,0.9846364259719849
